Alternative New Code,D365 Name,Serial Required
2010004010,"BIT, PQ, 7UMX S C12 10@250, DD",no
1050001040,"BIT DRILL, 16MM, Ø150MM, LG 5502V001600",no
1050001050,HSS DRILL BIT 60MM,no
1050001060,"DRILL BIT, HSS, 80MM",no
2010004020,"BIT, DD, NQ3, GREEN, BOART",no
1050001070,"BIT,DD, NQ3, 9AAA",no
2010004490,"TRICONE BIT, SEALED BEARING, 13.3/4'', IADC 535",no
2010004500,"TRICONE BIT, 13 3/4'', IADC 837",no
2010004510,"TRICONE BIT, 12 1/4'', IADC 837, 6 5/8 API, NOZZLE, 12.7 MM",no
2010004520,"TRICONE BIT, 13 3/4'' IADC 537",no
2010004530,"TRICONE BIT, 13 3/4'' IADC 535",no
2010004200,"PILOT BIT, 12 1/4”, IADC 6-3-7, CENERG",no
2010004210,"PILOT BIT, 13 3/4”, IADC 6-3-7, CENERG",no
2010004220,"PILOT BIT, 15”, IADC 6-3-7, CENERG",no
2010004230,"PILOT BIT, 16”, IADC 6-3-7, CENERG",no
1050002070,"DRILL BIT, HSS, 3 MM",no
1050002080,"DRILL BIT, HSS, 5 MM",no
1050002090,"DRILL BIT, HSS, 6 MM",no
1050002100,"DRILL BIT, HSS, 8 MM",no
1050002110,"DRILL BIT, HSS, 10 MM",no
1050002120,"DRILL BIT, HSS, 12 MM",no
2010004540,"TRICONE BIT, SEALED BEARING, 13.3/4'', IADC 637",no
2010005890,"HOLEOPENER, N125 230MM, 420MM",no
2010005900,"HOLEOPENER, N125 230MM, 406MM",no
2070032320,"PILOT BIT GAUGE RING, 381, DHE-19-108",no
1050001080,"DRILL BIT, 38MM, 7 BUTTONS, CONICAL, 11°, H22.5*9MM, 2*7 MM",no
1050001090,"BIT, ADAPTOR, F-M RDT C0005-T38R32 NS- T38-R32",no
1050001100,"BIT, DRILL, BUTTON, RDT C0005-R32-51 NS-R32, 51MM",no
1050001110,"BIT, BUTTON, R25 X 4mm",no
2070044210,"BIT, DD, BQ, 9AAA, TURBO",no
1050000700,"BIT, PR54R, 203mm",no
1050001130,"DRILL BIT, 5''",no
1050001120,"DRILL BIT, 6''",no
1050008930,"DRILL BIT, 7''",no
1050008850,"DRILL BIT, CONCRETE, 18MM, HILTI",no
1050008860,"DRILL BIT, CONCRETE, 20MM, HILTI",no
1050008870,"DRILL BIT, CONCRETE, 28MM, HILTI",no
1050008880,"BIT, ADAPTOR, F-M RDT C0005-T38R25 NS- T38-R25",no
1050008890,"STEP DRILL BIT SET,3 PIECE HIGH-SPEED STEEL,HSS,SKU 23CCB8FB",no
2020004550,"SWITCH, BUTTON, OFF,",no
2020000020,"BUTTON, EMERGENCY OFF, ZB4 BS54, SCHNEIDER",no
2020004560,"SWITCH, PUSHB UTTON, RED, 1NC",no
2020000030,"PUSH BUTTON, GREEN COLOR, NA, EATON",no
2020004570,"SWITCH, PUSH BUTTON, RED, XB4BW34G5",no
2020000040,"PUSH BUTTON BOX, RED, HB2",no
2010005910,"MUSHROOM BUTTON, PAUS DUMPER, 543671, ITC",no
2010000770,"PCD BUTTON, 6mm X 6mm X 4mm",no
1050000470,"TAPERED BUTTON BIT, 38MM, 12 DEG, 7795-5238-B48",no
2010005920,"CUTTER SHAFT, SANDVIC, RBR",no
2050029050,"SHAFT, CUTTER, CUT-15-138",no
1040001780,Cutter Shaft,no
2010005930,"CUTTER SHAFT, TRUE ROLL, RBR",no
2050029060,True Roll Cutter Shafts,no
2060003640,"O-RING, Ø3 X 115 (ID), RBR CUTTER SHAFT",no
2070007730,"CIRCLIP, INTERNAL, Ø47 x 1.5, DIN 472",no
2050014460,"PIN, SHAFT PLUG, RBR CUTTER, _CUT-15-072",no
2010005940,"PLUG, FIRST, RBR CUTTER, CUT-15-074",no
2060003650,"O-RING, Ø3 X 27 (ID), RBR CUTTER FIRST PLUG",no
2010005940,"PLUG, FIRST, RBR CUTTER, CUT-15-074",no
2060003660,"O-RING, Ø3 X 32.5 (ID), RBR CUTTER SHAFT PLUG PIN",no
2050003960,"BEARING, CAGE, RBR CUTTER, CUT-15-108",no
2070007740,"RING, SEEGER, INSIDE, 38 MM",no
2070043110,Cutter Tool,no
2010005950,"JACKET, SASOL SPEC, 38",no
2050029070,Magnum Bearing Cages,no
3020001960,"CUTTER, NUBBY, 9 7/8"", CUTTERS, CUT-15-017",no
1040001800,"BITSUB ROLLER, 9 7/8"", CUT-15-017",no
2070011290,Lock Ring,no
2050000450,"BEARING SPACER, TRB-S, CUTTERS, CUT-15-202",no
1040001810,Enduro & China Cutter Locating Spacer,no
1040001820,Enduro & China Cutters Bearing Spacer,no
2050027340,"COVER LOCKING BLOCK (SMALL) , CUTTERS, CUT-15-234",no
2050017080,"COVER, RUBBER, 6.4mm, CUTTERS, CUT-15-261",no
2010005960,"REAR COVER, TRBC-T, CUTTERS, CUT-15-262",no
2050029080,"COVER LOCKING BLOCK (SMALL), CUTTERS, CUT-15-277",no
2010005970,"REAR COVER, TRB-SG, CUTTERS, CUT-15-290",no
2050017090,"SEAL COVER (SMALL), CUTTERS, CUT-15-291",no
2060009990,Mechanical Face Seal - H16-A4,no
2060010000,MECHANICAL FACE SEALS (SEALS 76.90H-81S160),no
2060003670,"CAT SEAL, NEW, 79.9H-23, BIG",no
2060003680,"CAT SEAL, NEW, 79.9H-17, SMALL",no
2050017100,"COVER, SEAL, RBR CUTTER, CUT-15-071",no
2060003690,"O-RING, Ø6.5 X 150 (ID), 76.90 H-16A4",no
2060003700,"O-RING, Ø6.2 X 208 (ID), 76.90 H-81",no
2060003710,"O-RING, Ø9.65 X 155 (ID), 76.90 H-17",no
2060003720,"O-RING, Ø9.5 X 210 (ID), 76.90 H-23",no
2010005980,"SNAP RING, 128mm X 122mm X 2mm",no
2010005600,"PLUG, PRESSURE, 1/8"" NPT",no
2010005990,"PRESSURE PLUG, 1/4"" NPT X 3/4"" NPT",no
2050002830,"BEARING, BALL, Ø 32 mm",no
2070023870,1/8 Bsp Grease Nipples,no
2060003730,"O-RING, Ø3.5 X 93 (ID)",no
1030001240,"CUTTER GREASE, 18kg, RESISTA SULFONATE, ENGEN",no
2050029090,10Mm(Od) X 20Mm(Lenght) Shaft Dell,no
2050029100,10Mm + 12Mm X 18Mm(Lenght) Shaft Step Dell,no
2010006000,"SLEEVE, RBR CUTTER SHAFT",no
1030001250,"GREASE, MULTI-PURPOSE, EP-2.5, PROLONG",no
3020001970,4 Row Cutter Enduro,no
2050029110,"CUTTER SHELL, 5 ROW NOSE, TRBC-T, CUTTERS, CUT-15-267",no
3020001980,5 Row Cutter Enduro,no
3020001990,5 Row Cutter Trb-T  Cut-15-265,no
2010006010,"ROD CUTTER, R/H (FT CUTTER), DD, BQ",no
2010006020,"ROD CUTTER BLADE, DD, NQ, BOART",no
1040001830,"NUMBERING PLATE, TRB, CUTTERS, CUT-15-308",no
3020002000,"CUTTER, 5G, TRBC-S, CUTTERS, CUT-15-033-M10-P, G15/T15",no
3020002010,"CUTTER, 5N, TRBC-S, CUTTERS, CUT-15-033-N10-P, G15/T15",no
3020002020,"CUTTER, 5N, TRBC-T, CUTTERS, CUT-15-035-MT10-P, G15/T15",no
3020002030,"CUTTER, 5G, TRBC-T, CUTTERS, CUT-15-035-NT10-P, G15/T15",no
2050029120,"PROTECTOR, CUTTER, RUBBER, 1/2""",no
2010006030,"RING, PRESSURE, CUTTER, SP-120",no
2050000460,"BEARING SPACER, TRB-S, CUTTERS, CUT-15-203",no
2030003910,"RELIEF VALVE, 1/8"" BSPT, 40-80PSI",no
2050029130,"SHAFT, CUTTER, TRB-S, CUT-15-138",no
1040001840,Trb-T (Cut-15-268) Shaft,no
2060003740,"O-RING, 76.90 H-81 152.4 X 6.5, YELLOW",no
2060003750,"O-RING, Ø6.6 X 210 (ID), YELLOW",no
2060003760,"O-RING, Ø9.65 X 155 (ID), YELLOW",no
2060003770,"O-RING, Ø6.2 X 208 (ID) (76.9 H81), YELLOW",no
2060003780,"O-RING, CUTTER, 3.5 X 115 MM",no
2060003790,"O-RING, Ø3 X 119.5 (ID)",no
2010005610,"PRESSURE PLUG, TAPERED, 1/4"" NPTF",no
2010006040,"ROLLER, STEEL 25 X 53 MM",no
2010006050,"ROLLER, STEEL 25 X 64 MM",no
1030005050,"SOLVENT, PURE SOLVE",no
2050017110,"COVER, CUTTER, CUT-15-140",no
2050003970,"BEARING, SPACER, CUTTERS, CUT-15-328",no
2050017120,"SEAL COVER (LARGE), TRBC-S/RS, CUTTERS, CUT-15-331",no
2010006060,"SHAFT, TRB-S, CUTTERS, CUT-15-325",no
2010006070,"COMPENSATOR, TRBC-S, CUTTERS, CUT-15-326",no
2010006080,"SHAFT, TRBC-RS, CUTTERS, CUT-15-332",no
2010006090,"REAR COVER, TRBC-T, CUTTERS, CUT-15-334",no
2010006100,"SHAFT, TRBC-T, CUTTERS, CUT-15-330",no
2060003800,"O-RING, Ø3.53 X 32 (ID), COMPENSATOR",no
2070011300,"LOCKING RING, BEARINGS, CUTTERS. CUT-15-329",no
2070013360,"RETAINING RING, CUTTERS, CUT-15-323",no
2050024610,"SHAFT SPACER, CUTTERS, CUT-15-338",no
2010006110,"PLUG, TRBC, CUTTERS, CUT-15-337",no
2050002840,"BEARING KIT, TRB, CUTTERS, CUT-15-029",no
3020002040,"CUTTER, 5 ROW NOSE, TRBC-S, CUTTERS, CUT-15-033",no
3020002050,"CUTTER, 5 ROW GAUGE, TRBC-S, CUTTERS, CUT-15-033",no
3020002060,"CUTTER, 5 ROW NOSE, TRBC-T, CUTTERS, CUT-15-035",no
3020002070,"CUTTER, 5 ROW GAUGE, TRBC-T, CUTTERS, CUT-15-035",no
2050029140,"BUTTON, PIPE LOADER",no
2050029150,"TOOLKIT, BEARING TOOL, SHAFT STAND, CUTTERS, CUT-13-055",no
2010006120,"CUTTER LIFTING CAP, CUT-15-039",no
2060003810,"O-RING, Ø310 x Ø3",no
2060003820,"O-RING, Ø728 x Ø4",no
2060003830,"O-RING, Ø634.7x Ø5",no
2060003840,"O-RING, Ø14.6 X Ø3.53",no
2060003850,"O-RING, Ø941.4 x Ø5.33",no
2060003860,"O-RING, Ø203.6 x Ø4",no
2060003870,"O-RING, Ø130 x Ø5.33",no
2060003880,"O-RING, Ø159,1 x Ø5.33",no
2060003890,"O-RING, Ø361,4 x Ø5.33",no
2060003900,"O-RING CORD, Ø5.33",no
2060003910,"O-RING, Ø701.4 x Ø5,33",no
2060003920,"O-RING, Ø10 x Ø2",no
2060003930,"O-RING CORD, Ø15.5",no
2060003940,"O-RING CORD, Ø14.5",no
3020002080,"CUTTER, TWIN DISC, Ø17"", 3/4"" HD RING, 0020.1373.31.02",no
3020002090,"CUTTER, SINGLE DISC , Ø17"", 3/4"" HD RING, 0020.1340.31.02",no
2010006130,"TWIN FASTING SET, CUTTER, 9010.104.00",no
2010006140,"SINGLE FASTING SET, CUTTER, 9010.074.00",no
2010006150,"BUCKET LIPS, CUTTER HEAD, 0011.015.00",no
2010000780,"HUB, SINGLE DISC, Ø17, CUTTER, 0809.096.00",no
2050029160,"SHAFT, SINGLE DISC, Ø17, CUTTER, 0039.137.00",no
2050021490,"SHAFT RETAINER, SINGLE DISC, Ø17, CUTTER, 6809.216.00",no
2010006160,"END SHAFT RETAINER, SINGLE DISC, Ø17, CUTTER, 6809.217.00",no
2060010010,"SMALL SEAL RETAINER, SINGLE DISC, Ø17, CUTTER, 5300.041.00",no
2050000470,"BEARING SPACER, SINGLE DISC, Ø17, CUTTER, 1809.015.00",no
2050003980,"BEARING SET, SINGLE DISC, Ø17, CUTTER, 1200.052.01",no
2070014280,"SPLIT RING, SINGLE DISC, Ø17, CUTTER, 2209.003.00",no
2010006170,"HD RING, REMOVABLE, 3/4"", Ø17, CUTTER, 0010.071.80",no
2010006180,"SEAL SET ASSEMBLY, SINGLE DISC, Ø17, CUTTER, 2900.032.36",no
2060003950,"O-RING, SHAFT, SINGLE DISC, Ø17, CUTTER, 4560.031.36",no
2060003960,"O-RING, SMALL SEAL, SINGLE DISC, Ø17, CUTTER, 4520.083.36",no
2070008820,"HEX SOCKET PLUG, SINGLE DISC, Ø17, CUTTER, 7120.003.54",no
2010006190,"ELASTIC PIN, SINGLE DISC, Ø17, CUTTER, 26500.002.00",no
2070012180,"NUT, SINGLE DISC, Ø17, CUTTER, 2509.046.00",no
2010000790,"HUB, TWIN DISC, Ø17, CUTTER, 0809.110.00",no
2010006200,"SHAFT, TWIN DISC, Ø17, CUTTER, 0039.141.00",no
2050021500,"SHAFT RETAINER, TWIN DISC, Ø17, CUTTER, 6809.234.00",no
2010006210,"CENTRE SHAFT RETAINER, TWIN DISC, Ø17, CUTTER, 6809.235.00",no
2010006220,"END SHAFT RETAINER, TWIN DISC, Ø17, CUTTER, 6809.236.00",no
2070012190,"NUT, TWIN DISC, Ø17, CUTTER, 2509.042.00",no
2070014290,"SPLIT RING, TWIN DISC, Ø17, CUTTER, 2209.025.00",no
2050002850,"BEARING SET, TWIN DISC, Ø17, CUTTER, 1200.043.01",no
2010006230,"SEAL SET ASSEMBLY, TWIN DISC, Ø17, CUTTER, 2900.028.36",no
2060003970,"O-RING, SHAFT, TWIN DISC, Ø17, CUTTER, 4560.066.36",no
2060003980,"O-RING, SHAFT RETAINER, TWIN DISC, Ø17, CUTTER, 4560.067.36",no
2070008830,"HEX SOCKET PLUG, TWIN DISC, Ø17, CUTTER, 7170.010.86",no
2050000480,"BEARING SPACER, TWIN DISC, Ø17, CUTTER, 1809.001.00",no
2060010020,"T14 TOOL, SEAL TEST, 9714.002.00",no
2060003990,"O-RING, Ø7 X 278 (ID)",no
2060004000,"O-RING, Ø7 X 345 (ID)",no
2060004010,"O-RING, Ø140 x Ø5.33, SINGLE BACK-UP",no
3020002100,"CUTTER, 5N, TRBC-RF, CUTTERS, CUT-15-042-M20-P, G15/T15",no
3020002110,"CUTTER, 5G, TRBC-RF, CUTTERS, CUT-15-041-N20-P, G15/T15",no
2010006240,"HD RING, REMOVABLE, 1/2"", Ø17, CUTTER, 0010.070.80",no
3020002120,"CUTTER, 5N, TRBC-TK, CUTTERS, CUT-15-511-MTK-P, G15/T15",no
3020002130,"CUTTER, 5G, TRBC-TK, CUTTERS, CUT-15-512-NTK-P, G15/T15",no
2070011310,"LOCKING RING, SPACER, SD-05.05.02.19119-ZB, SD-25023",no
2070043220,"TOOLKIT, FRONT COVER SPANNER, CUTTERS, CUT-02-063",no
3020002140,"CUTTER, 5G, TRBC-RF, CUTTERS, CUT-15-041-GGGGG-M, B25GS",no
3020002150,"CUTTER, 5N, TRBC-RF, CUTTERS, CUT-15-042-GGGGG-N, B25GS",no
3020002160,"CUTTER, TWIN DISC, 280MM, TCI",no
3020002170,"SHELL, 5N, TRBC-RF, CUTTERS, CUT-15-487-0TTT0-M, G15/T15",no
3020002180,0,no
3020002190,"CUTTER, 5N, TRBC-T, CUTTERS, CUT-15-035-MT10-H, B40M/B25M",no
3020002200,"CUTTER, 5G, TRBC-T, CUTTERS, CUT-15-035-NT10-H, B40M/B25M",no
3020002210,"CUTTER, 5N, TRBC-TK, CUTTERS, CUT-15-511-MTK-H, B40M/B25M",no
3020002220,"CUTTER, 5G, TRBC-TK, CUTTERS, CUT-15-512-NTK-H, B40M/B25M",no
3020002230,"CUTTER, 5N, TRBC-RF, CUTTERS, CUT-15-042-M20-I, J10",no
3020002240,"CUTTER, 5G, TRBC-RF, CUTTERS, CUT-15-041-N20-I, J10",no
3020002250,"CUTTER, 5G, TRBC-RF, CUTTERS, CUT-15-041-N20-H, B40M/B25M",no
3020002260,"CUTTER, 5N, TRBC-RF, CUTTERS, CUT-15-042-M20-H, B40M/B25M",no
3020002270,"CUTTER, 5G, TRBC-RF, CUTTERS, CUT-15-041-N20-C, G8",no
3020002280,"CUTTER, 5N, TRBC-RF, CUTTERS, CUT-15-042-M20-F, G8Cr02HC",no
3020002290,"CUTTER, 5G, TRBC-RF, CUTTERS, CUT-15-041-N20-F,G8Cr02HC",no
3020002300,"CUTTER, 5N, TRBC-RF, CUTTERS, CUT-15-042-M20-C, G8",no
2070036790,"PRESS IN TOOL, LARGE, 76,9 - H-81, CUTTERS, CUT-15-465",no
2070036800,"PRESS IN TOOL, SMALL, 76.9 H-16A4, CUTTERS, CUT-15-466",no
2070036810,"PRESS IN TOOL, 76,9 - H-23, CUTTERS, CUT-15-467",no
2070036820,"PRESS IN TOOL, 76,9 - H-17, CUTTERS, CUT-15-468",no
3020002310,"CUTTER, 5N, TRBC-TK, CUTTERS, CUT-15-511-MTK-I, J10",no
3020002320,"CUTTER, 5G, TRBC-TK, CUTTERS, CUT-15-512-NTK-I, J10",no
3020002330,"CUTTER, 5N, TRBC-RF, CUTTERS, CUT-15-042-N20-F",no
3020002340,"CUTTER, 5G, TRBC-RF, CUTTERS, CUT-15-041-M20-F",no
2010006250,"SHAFT, TRBC-TK, CUTTERS, CUT-15-514",no
2010006260,"REAR COVER, TRBC-TK, CUTTERS, CUT-15-516",no
2050002860,"BEARING KIT, TRBC-TK, CUTTERS, CUT-15-030",no
2010006270,"FRONT COVER, CUTTERS, CUT-15-515",no
2070011320,"LOCKING RING, SMALL COVER, CUTTERS, CUT-15-520",no
2050024620,"SHAFT SPACER, CUTTERS, CUT-15-521",no
1030001260,"CUTTER GREASE, 180kg, RESISTA SULFONATE, ENGEN",no
3020002350,"CUTTER, 5G, TRBC-RF, CUTTERS, CUT-15-041-N20, J9",no
3020002360,"CUTTER, 5N, TRBC-RF, CUTTERS, CUT-15-042-M20, J9",no
3020002370,"CUTTER, 5N, TRBC-TK, CUTTERS, CUT-15-511-NT10, J9",no
3020002380,"CUTTER, 5G, TRBC-TK, CUTTERS, CUT-15-512-MT10, J9",no
2050029170,"SHELL, NQ TOUGH R, 4065986, BOART LONGYEAR",no
2050029180,"REMOVABLE CUTTER RING, Ø17, TCI & HF",no
2010006280,"BUCKET LIPS, CUTTER HEAD, WITH HARDFACING, 0011.01076.00",no
3020002390,"CUTTER, 6 ROW, TRBC-SC, CUT-15-045-H, B40M/B25M",no
2070011330,"LOCKING RING, CUTTERS, CUT-15-518",no
2070013370,"RETAINING RING, CUTTERS, CUT-15-519",no
3020002400,"CUTTER, 5N, TRBC-TK, CUTTERS, CUT-15-511-MTK-F, G8Cr02HC",no
3020002410,"CUTTER, 5G, TRBC-TK, CUTTERS, CUT-15-512-NTK-F, G8Cr02HC",no
2010004030,"ANNULAR CUTTER, 12MM X 50MM",no
2010004040,"ANNULAR CUTTER, 18MM X 50MM",no
2010004050,"ANNULAR CUTTER, 30MM X 50MM",no
2010004060,"ANNULAR CUTTER,  36MM X 50MM",no
2010004070,"ANNULAR CUTTER, 50MM X 50MM",no
2070013380,"RETAINING RING, CUTTERS, CUT-15-459",no
3020002420,"CUTTER, 5N, TRBC-RF,CUTTERS,CUT-15-042-M20-K,B40 FCX/B25 FCX",no
3020002430,"CUTTER, 5G,TRBC-RF, CUTTERS,CUT-15-041-N20-K,B40 FCX/B25 FCX",no
3020002440,"CUTTER, 5N, TRBC-TK,CUTTERS,CUT-15-511-MTK-K,B40 FCX/B25 FCX",no
3020002450,"CUTTER, 5N, TRBC-TK, CUTTERS, CUT-15-511-MTK-M, G8.5Cr02HC",no
3020002460,"CUTTER, 5G, TRBC-TK,CUTTERS,CUT-15-512-NTK-K,B40 FCX/B25 FCX",no
3020002470,"CUTTER, 5G, TRBC-TK, CUTTERS, CUT-15-512-NTK-M, G8.5Cr02HC",no
3020002480,"CUTTER, 6 ROW, TRBC-SC, CUT-15-045-F, G8Cr02HC",no
2010006290,"CUTTER SHELL, BUTTON, 5G, TRBC-RF,CUT-15-486-N20-F, G8Cr02HC",no
2010006300,"CUTTER SHELL,BUTTON, 5N, TRBC-RF, CUT-15-487-M20-F, G8Cr02HC",no
2010006310,"TRB-S DUMMY SHAFT & CUTTER SHAFT, CUT-15-003",no
3020002490,"CUTTER, 5G, RBRC-S, CUTTERS, CUT-15-571-NA0-F",no
3020002500,"CUTTER, 5N, RBRC-S, CUTTERS, CUT-15-572-MA0-F",no
3020007260,"CUTTER, 5N, TRBC-RF REV3, CUT-15-032-M30-F, G8Cr02HC",no
3020007270,"CUTTER, 6 ROW, TRBC-SC, CUT-15-045-N, B40T/B25T",no
2050029190,"DOUBLE SPLIT RING, REAMERS, DHE-01-073",no
2050029200,"TOP TAPER SPLIT RING, REAMERS, DHE-01-074",no
3020003400,"TAPER LOCK RING, REAMERS, DHE-01-076",no
2070014470,"TAPER SPLIT RING, BOTTOM INNER, REAMERS, DHE-01-077",no
2070014480,"TAPER SPLIT RING, BOTTOM INNER, REAMERS, DHE-01-078",no
3020003410,"BOTTOM RING, REAMERS, DHE-01-079",no
2050024630,"WEDGE (SMALL), REAMERS, DHE-01-102",no
2050024640,"WEDGE (BIG), REAMERS, DHE-01-103",no
2050014470,"DOWEL PIN, REAMERS, DHE-01-132",no
3020003420,"REAMER KEY, REAMERS, DHE-01-151",no
3020003430,"DOWEL FITMENT PLATE, REAMERS, DHE-01-235",no
2050024650,"WEDGE (SMALL), REAMERS, DHE-01-318",no
2050024660,"WEDGE (LARGE), REAMERS, DHE-01-319",no
2050019510,"DRUM ROD TOP BRACKET, REAMING STAB, DHE-03-119",no
3020003290,"STEM, 16"", DUMMY, STEMS, DHE-02-307",no
3020003440,"REAMER VERTICAL KEY, REAMERS, DHE-01-938",no
3020003450,"RUBBING PLATE, REAMERS, DHE-01-325",no
3020003460,"REAMER KEY, REAMERS, DHE-01-863",no
2050014480,"TAPER DOWEL PIN, REAMERS, DHE-01-935",no
2070014510,"TAPER DOWEL WASHER, REAMERS, DHE-01-936",no
3020003470,"V-BLOCK, REAMERS, DHE-01-366",no
2010000010,"DOWEL FITMENT RING, REAMERS, DHE-01-862",no
2050029210,"BACK RUBBER TRANSPORT COVER, REAMERS, DHE-01-954",no
2050029220,"BOTTOM RUBBER TRANSPORT COVER, REAMERS, DHE-01-955",no
3020002750,"REAMER, GA, 3,5m, 11EW, DHE-11-032",no
3020002720,"REAMER BASE, 4.1m - 7.1m, 12WG, DHE-01-159",no
3020002760,"REAMER WING 1, 4.1m, 11E, DHE-01-910",no
2050014490,"SADDLE DOWEL, Ø20 x 40, REAMERS, DHE-01-427",no
2050014500,"SADDLE DOWEL, Ø20 x 50, REAMERS, DHE-01-428",no
2050014510,"SADDLE DOWEL, Ø20 x 90, REAMERS, DHE-01-429",no
2050014520,"SADDLE DOWEL, Ø50 x 110, REAMERS, DHE-01-462",no
2050014530,"SADDLE DOWEL, Ø50 x 60, REAMERS, DHE-01-460",no
2050014540,"SADDLE DOWEL, Ø50 x 70, REAMERS, DHE-01-461",no
1090003280,"WING 1&3 BOTTOM TRANSPORT COVER, REAMERS, DHE-01-883",no
1090003290,"WING 2&4 BOTTOM TRANSPORT COVER, REAMERS, DHE-01-892",no
1090003300,"WING BACK TRASPORT COVER, REAMERS, DHE-01-882",no
2010005300,"REAMER, DD, HQ, EPIROC",no
2050029230,"REAMER TOP TIE DOWN RING, STEMS, DHE-02-162",no
3020002730,"ROCK REAMER, 12 1/4"" X 16"", SHAREATE",no
1090003060,"TIE DOWN TOOL GUSSET, REAMERS, DHE-02-163",no
3020002740,"ANGLE REAMER, (4/5ROW STEM), 4.1m, 11E, DHE-11-057",no
2050029240,"REAMER BASE BOWL, 11G, DHE-11-421",no
2050029250,"REAMER WING, 750mm, DHE-11-637",no
2050029260,"DOWEL FITMENT RING, REAMERS, ES1-01-001",no
2050040850,"REAMER, 750MM, ELECTRIC PACK, DHE-11-645",no
2010006320,"STEM BAR, SHORT BH REAMER, TRICONE 13 3/4''",no
2010006330,"SHORT STEMBAR BH, ROD FIJATION, STSH-001-000",no
2010006340,"SHORT STEMBAR BH, RIB, STSH-001-001",no
3020002770,"REAMER WING AND BASE MOUNT PLATE, DHE-01-1061",no
2070000360,"REAMER WING BOLT PLATE, DHE-21-009",no
3020002780,"REAMER WING 3, 5m 12F, DHE-21-085, EPIROC",no
3020002790,"REAMER WING 5, 5m 12F, DHE-21-092, EPIROC",no
3020002800,"REAMER WING 2, 5m 12F, DHE-21-101, EPIROC",no
3020002810,"REAMER WING 1, 5m 12F, DHE-21-106, EPIROC",no
3020002820,"REAMER WING 6, 5m 12F, DHE-21-110, EPIROC",no
3020002830,"REAMER WING 4, 5m 12F, DHE-21-119, EPIROC",no
3020007290,"DOME REAMER, THREADED BUTTON D, RDT C0005-R32-76DR NS -R32 8",no
3020007280,"PILOT BOX, 1.5m, 6 5/8"" THREAD, REAMERS, DHE-01-1056",no
1040001850,"BURNOUT RING, 10"", STEMS, DHE-02-013",no
2070014300,"SPLIT RING, 12 1/4"", STEMS, DHE-02-058",no
2050006430,"BURNOUT RING, 12 1/4"", STEMS, DHE-02-067",no
2050022020,"SHORT SLEEVE, 12 1/4"", STEMS, DHE-02-071",no
2050022030,"RIBBED SLEEVE, 13 3/4"", STEMS, DHE-02-078",no
3020003370,"STEM BOWL, 16"", STEMS, DHE-02-103",no
2050022040,"RIBBED SLEEVE, 16"", STEMS, DHE-02-128",no
2050022050,"16"" Stem Sleeve",no
2050022060,"16"" Stem Sleeves",no
2050022070,"RIBBED SLEEVE, 16"", STEMS, DHE-02-182",no
2050022080,"RIBBED SLEEVE, 12 1/4"", STEMS, DHE-02-215",no
2050022090,"RIBBED SLEEVE, 13 3/4"", STEMS, DHE-02-219",no
2070001660,"CAP SCREW, M30 x 180, GR 12.9",no
1040001860,Burn Out Ring 12 1/4'' 3 Start (C¢nico),no
3020003480,"LOCATING RING, 16"", STEMS, DHE-02-129",no
3020003490,"SLEEVE KEY, 25mm, STEMS, DHE-02-194",no
1080001120,"KEY, STEMS, DHE-02-183",no
2050029270,"STEM SLEEVE, 16"", BRICK, STEMS, DHE-02-352",no
2050017130,"STEM SLEEVE, 16"", BRICK, STEMS, DHE-02-349",no
2050022100,"RIBBED SLEEVE, 16"", STEMS, DHE-02-355",no
2050022110,"STEM SLEEVE, 16"", STEMS, DHE-02-358",no
2050017140,"STEM SLEEVE, 16"", BRICK, STEMS, DHE-02-361",no
3020003300,"STEM, 16"", FORGING, DHE-02-295F",no
3020003500,"BOTTOM PLUG, STEMS, DHE-02-164",no
3020003510,"BOTTOM PLUG, STEMS, DHE-02-166",no
3020003520,"BOWL FITMENT PLATE, 16"", STEMS, DHE-02-108",no
2050006440,"BURNOUT RING, 12 1/4"" 3ST, STEMS, DHE-02-204",no
2070014310,"SPLIT RING, 13 3/4"", STEMS, DHE-02-063",no
3020003380,"STEM BOWL, 13 3/4"", STEMS, DHE-02-056",no
3020003390,"STEM BOWL, STEMS, DHE-02-116",no
3020003310,"STEM, 16"", G,14 3/4"" 3-ST, 4.5m, SOLID, BRICK, DHE-02-329",no
2050026110,"SLEEVE, EN 19 CONDITION W, 355(OD) X 255 (ID) X 265 (L)",no
3020003530,"SLEEVE, DRILL ROD, 8"", DHE-06-599",no
3020003320,"STEM, 13 3/4"", E, 12 7/8” DI-42, SOLID, BRICK, DHE-02-492",no
3020003540,"LOCATING RING,16"", STEMS, DHE-02-499",no
3020003330,"STEM, 16”, G, 14 _” 3-ST, SOLID, BRICK, DHE-02-525",no
2050022120,"SPLIT SLEEVE, 16"", STEMS, DHE-02-563",no
2050022130,"FIRST RIBBED SLEEVE, TYPE-E, 12 1/4"" 3-ST, STEMS, DHE-02-404",no
3020003340,"STEM, 13 3/4"" - 12 7/8"" DI-42 PIN, STEP4, DHE-02-642",no
3020003350,"GA, STEM, 16"", 14 3/4"" 3-ST, DHE-02-615",no
3020003360,"STEM, 13 3/4'' - 16'' BOWL ADAPTOR, STEMS, DHE-02-508",no
2050014550,"DOWL FITMENT RING, STEMS, DHE-02-509",no
2050024670,"SPACER SLEEVE, STEMS, DHE-02-510",no
