Alternative New Code,D365 Name,Serial Required
2070026040,"FITTING, JIC 1"" MALE - 1"" JIC FEMALE, 45deg SWIVEL",no
2020013770,"CONNECTOR, GLAND, 2 1/2""",no
2070026050,"FITTING, GALVANIZED, TEE, 2""",no
2070026060,"FITTING, SWIVEL, 1/2""JIC MALE - 1/2"" JIC FEMALE",no
2050013310,"COUPLING, THREADED, 3""",no
2070023930,"NIPPLE, 4"" NPT ADAPTOR",no
2070023940,"NIPPLE, 1"" BOSS MALE X 1"" JIC MALE",no
2050022250,"BUSHING, 1"" JIC X 3/4"" NPT",no
2050022260,"BUSHING, 2"" NPT X 1"" NPT",no
2070023950,"NIPPLE, 1/2"" NPT MALE X 1/2"" JIC FEMALE, SWIVEL",no
2020013780,"CONNECTOR, SB25 H",no
2070024600,"TEE, GALVANIZED, 2""",no
2070024370,"REDUCTION BELL, 2"" TO 1""",no
2070023960,"NIPPLE, 2"" X 8"", SCH-40",no
2070026070,"FITTING, BUSHING, 1/2"" - 1/4"" NPT",no
2070023970,"NIPPLE, 1"" NPT MALE X 1"" JIC FEMALE, SWIVEL",no
2050022270,"BUSHING, 1/2"" NPT X 3/8"" NPT",no
2050013320,"COUPLING, THREADED, 2""",no
2070023980,"NIPPLE, 2"" X 6"", GALVANIZED",no
2070023990,"NIPPLE, 2"" X 4"", GALVANIZED",no
2070026080,"PLUG, 3/8"" NPT MALE",no
2070024000,"NIPPLE, 3/8"" JIC - 3/8"" JIC",no
2070024010,"NIPPLE, MALE - MALE, NPT 3/8""- 3/8""",no
2070024020,"NIPPLE, 2"" X 3"", SCH-40",no
2070024030,"NIPPLE, 1""X 6"", GALVANIZED",no
2070024040,"NIPPLE, 1""X 4"", GALVANIZED",no
2070024380,"REDUCTION, NPT 3/8"" M X 1/4""  H",no
2070026090,"FITTING, PLUG, 3/8"" NPT MALE",no
2070026100,"FITTING, PLUG, 1/2"" JIC FEMALE",no
2070026110,"FITTING, PLUG, 1"" JIC FEMALE",no
2070026120,"FITTING, PLUG, 1"" JIC MALE",no
2070026130,"FITTING, PLUG, 1/2"" JIC MALE",no
2070026140,"FITTING, PLUG, 3/4"" JIC FEMALE",no
2070026150,"FITTING, PLUG, 3/8"" JIC FEMALE",no
2070026160,"FITTING, PLUG, 3/8"" JIC MALE",no
2070026170,"FITTING, PLUG, 5/8"" JIC FEMALE",no
2070026180,"FITTING, PLUG, 5/8"" JIC MALE",no
2070026190,"FITTING, PLUG, 1/4"" NPT MALE",no
2070026200,"FITTING, PLUG, 1"" NPT MALE",no
2070026210,"FITTING, PLUG, 3/4"" JIC MALE",no
2070026220,"FITTING, 1"" NPT MALE - 1.1/4"" JIC MALE NIPPLE",no
2070026230,"FITTING, 1/2"" NPT MALE - 5/8"" JIC MALE NIPPLE",no
2070026240,"FITTING, 1/2"" NPT MALE - 1/2"" JIC MALE NIPPLE",no
2070026250,"FITTING, 1.1/4"" JIC FEMALE - 1.1/4"" NPT MALE NIPPLE",no
2070026260,"FITTING, 3/8"" NPT MALE - 3/8"" JIC MALE NIPPLE",no
2070026270,"FITTING, 1"" JIC MALE - 1"" JIC MALE ELBOW, 90deg",no
2070026280,"FITTING, 1"" JIC MALE - 1"" JIC FEMALE, 45° ELBOW, ROTATING",no
2070026290,"FITTING, 3/4"" NPT MALE - 3/4"" JIC MALE ELBOW, 90deg",no
2050022280,"BUSHING, 1 1/2"" NPT X 1 1/4"" NPT",no
2070026300,"FITTING, 1/2"" NPT FEMALE - 1/2"" NPT MALE - 1/2"" NPT FEMALE",no
2070026310,"UNION, 1/8"" NPT H,BRONZE",no
2070026320,"FITTING, 1/2"" NPT MALE - 3/8"" JIC MALE, ADAPTOR",no
2070026330,"FITTING, 3/8"" JIC MALE-3/8"" JIC FEMALE ELBOW, 90deg,ROTATING",no
2070026340,"FITTING, CONE 3/8"", HOSE, HYDRAULIC, SAE",no
2070026350,"FITTING, 1"" JIC MALE - JIC FEMALE ELBOW, 90deg, ROTATING",no
2070026360,"FITTING, 1/2'' JIC MALE - 1/2'' JIC FEMALE",no
2070026370,"FITTING, 1/2"" HYDRAULIC BLANKING PLUG",no
2070026380,"FITTING, PLUG, 1.1/2"" JIC FEMALE",no
2070026390,"FITTING, 1/2"" JIC MALE - 1/2"" JIC FEMALE ELBOW, 90deg",no
2070026400,"FITTING, 1"" JIC MALE - 1"" JIC FEMALE NIPPLE",no
2070007750,"RING, SEEGER, J-135",no
2050012330,"PRESSURE GAUGE, BASE, 2 1/2""",no
2070026410,"FITTING, 1/2"" JIC MALE-1/2"" JIC FEMALE ELBOW, 90deg,ROTATING",no
2070026420,"FITTING, 1"" NPT MALE - 1"" JIC MALE, ADAPTOR",no
2070026430,"FITTING, 3"", GALVANIZED, FEMALE ELBOW, 90deg",no
2070026440,"UNION, 1/4"" NPT H,BRONZE",no
2070026450,"FITTING, 3/8"" NPT - 1/2"" JIC ELBOW, 90deg",no
2070026460,"HYDRAULIC, NIPPLE, BRONZE CONNECTION 1/8""NPT X 120 MM",no
2070026470,"FITTING, FEMALE, 9/16"" PLUG",no
2070026480,"FITTING, PLUG, 1.1/4"", JIC FEMALE",no
2070026490,"FITTING, 1/4"" NPT FEMALE - 1/4"" JIC FEMALE, 90° ELBOW",no
2070026500,"FITTING, 1""- 1"" JIC (FLANGE), 90°, ADAPTOR",no
2070026510,"FITTING, 1"" JIC MALE - 1"" JIC MALE, ELBOW 45°",no
2070026520,"FITTING, 3/8"" NPT MALE - 3/8"" JIC MALE ELBOW, 90deg",no
2070026530,"FITTING, BUSHING, 1.1/2"" NPT MALE - 1"" NPT FEMALE",no
2070007760,"RING, SEEGER, J-62",no
2070026540,"FITTING, 1/2"" NPT - 3/4"" JIC NIPPLE",no
2070026550,"FITTING, 1"" NPT MALE - 1"" NPT MALE ELBOW, 90deg",no
2070026560,"FITTING, 1/4"" JIC MALE - 1/4"" JIC MALE ELBOW, 45deg",no
2070026570,"FITTING, 1""JIC FEMALE - 3/4"" JIC MALE, ADAPTOR",no
2070026580,"FITTING, 1"" NPT FEMALE - 1"" NPT MALE, ADAPTOR",no
2070026590,"FITTING, 1/2"" JIC FEMALE - 10 3/8"" JIC MALE , ADAPTOR",no
2070026600,"FITTING, 1""JIC FEMALE - 1/2"" JIC MALE, ADAPTOR",no
2070026610,"FITTING, 3/8"" NPT FEMALE",no
2070026620,"FITTING, 5/8"" JIC MALE - 5/8"" JIC FEMALE ELBOW, 90deg",no
2070026630,"FITTING, 1/2""JIC MALE - 1/2"" JIC FEMALE ELBOW, 45deg",no
2030001830,"VALVE, CHECK LINEAL, 65 PSI, 1"" NPT H X 1"" NPT H",no
2070026640,"FITTING, 1"" FEMALE TEE",no
2070026650,"FITTING, 1/2"" NPT MALE - 1/2"" NPT MALE ELBOW, 90deg",no
2070026660,"FITTING, 1""JIC FEMALE - 3/8"" JIC MALE, ADAPTOR",no
2070026670,"FITTING, 1/2"" JIC FEMALE - 3/8"" JIC MALE",no
2070026680,"FITTING, 3/8"" JIC MALE - 1/4"" NPT MALE NIPPLE",no
2070026690,"FITTING, 1""NPT MALE - 1"" JIC MALE ELBOW, 90deg",no
2070026700,"FITTING, 1"" NPT MALE - 1"" JIC FEMALE, ROTATING NIPPLE",no
2070026710,"FITTING, 3/8"" NPT MALE - 1/2"" JIC MALE ELBOW, 90deg",no
2070026720,"FITTING, 3/8"" JIC MALE - 1/2"" NPT MALE ELBOW, 90deg",no
2070026730,"FITTING, 1"" NPT MALE - 1/2"" JIC MALE NIPPLE",no
2070026740,"FITTING, 1/2"" NPT MALE - 3/8"" JIC FEMALE, ADAPTOR",no
2070026750,"FITTING, 3/4"" JIC MALE-3/4"" JIC FEMALE ELBOW,90deg,ROTATING",no
2070026760,"FITTING, 1/4"" JIC MALE - 1/4"" JIC FEMALE ELBOW, 90deg",no
2070022750,"CONECTOR FEMALE, JIC 4, MANGUERA, SAE100R2-4 PRE-ASSEMBLY",no
2070022760,"CONNECTOR FEMALE, JIC-6, HOSE, SAE100R2-6 PRE-ASSEMBLY",no
2070022770,"CONNECTOR FEMALE, JIC-8, HOSE, SAE100R2-8 PRE-ASSEMBLY",no
2070022780,"CONNECTOR FEMALE, JIC-10, HOSE, SAE100R2-10 PRE-ASSEMBLY",no
2070022790,"CONNECTOR FEMALE, JIC-12, HOSE, SAE100R2-12 PRE-ASSEMBLY",no
2070022800,"CONNECTOR FEMALE, JIC-16, HOSE SAE100R2-16 PRE-ASSEMBLY",no
2070022810,"CONNECTOR FEMALE, JIC-8, HOSE, SAE100R12-8 PRE-ASSEMBLY",no
2070022820,"CONNECTOR FEMALE, JIC-16, HOSE, SAE100R12-16 PRE-ASSEMBLY",no
2070026770,"FITTING, 1"" NPT FEMALE - 1/2"" NPT FEMALE, ADAPTOR",no
2070026780,"FITTING, 1/4"" NPT FEMALE - 1/4"" NPT FEMALE, 90° ELBOW",no
2070024050,"NIPPLE, 1/4"" NPT x 7/16"" JIC",no
2070026790,"FITTING, 1'' NPT FEMALE - 1'' JIC MALE, ADAPTOR",no
2070026800,"FITTING, 1/4"" NPT MALE - 3/8"" JIC MALE ELBOW, 90deg",no
2070026810,"FITTING, 3/4"" NPT MALE - 3/4"" JIC FEMALE, ROTATING NIPPLE",no
2070026820,"FITTING, BUSHING, 1/2"" NPT MALE - 1/4"" NPT FEMALE",no
2070026830,"FITTING, PLUG, 1 1/2"" NPT MALE",no
2070026840,"FITTING, 3/8"" NPT MALE - 3/8"" JIC MALE, ADAPTOR",no
2070026850,"FITTING, 1/4'' NPT MALE - 3/8'' JIC MALE, ADAPTOR",no
2070026860,"FITTING, 1/2"" NPT MALE - 1/2"" FEMALW JIC, ROTATING",no
2070026870,"FITTING, 1"" NPT MALE - 3/4"" JIC MALE NIPPLE",no
2070026880,"FITTING, 3/4"" NPT MALE - 3/4"" JIC MALE, ADAPTOR",no
2070026890,"FITTING, 3/8"" JIC MALE - 3/8"" JIC MALE ELBOW, 90deg",no
2070026900,"FITTING, 3/8"" JIC ROTATING - 3/8"" JIC, 90° ELBOW",no
2070026910,"FITTING, 1"" JIC FEMALE X 1"" NPT MALE, ADAPTOR",no
2070026920,"FITTING, 1.1/4"" NPT MALE - 1"" JIC MALE, ADAPTOR",no
2070026930,"FITTING, 1/4"" NPT FEMALE - 3/8"" JIC MALE, ADAPTOR",no
2070026940,"FITTING, 1/8"" NPT MALE - 1/2"" JIC MALE, ADAPTOR",no
2070024060,"NIPPLE, 3/8"" X 3/8""",no
2070026950,"FITTING, BUSHING, 1"" NPT MALE - 1/4"" NPT FEMALE",no
2070026960,"FITTING, 3/8"" NPT MALE - 1/2"" JIC MALE, ADAPTOR",no
2070026970,"FITTING, BUSHING, 1/2""JIC FEMALE - 3/8"" JIC MALE",no
2070026980,"FITTING, 1"" NPT MALE - 1/2"" JIC MALE, ADAPTOR",no
2070026990,"FITTING, 3/4"" NPT MALE - 1"" JIC MALE, ADAPTOR",no
2070022140,"ADAPTOR, 8MJ - 8MP (60S)",no
2070015350,"WASHER, 9001562, DYNEX",no
2070027000,"KEY, DYNEX, 1009325",no
2070027010,"KEY, DYNEX, 1023325",no
2070027020,"FITTING, 2"" NPT - 2"" NPT, NIPPLE",no
2070027030,"FITTING, 3"" NPT - 3"" NPT, NIPPLE",no
2070027040,"FITTING, 4"" BSP - 4"" BSP, NIPPLE",no
2070019820,"FILTER, P550251",no
2070027050,"FITTING, JIC 8 FEMALE X JIC 8 MALE, ELBOW",no
2070030330,"HOSE, R12, 1"" X 1800MM",no
2070030340,"HOSE, AIR, 300LBS, 1/4""",no
2070031420,"HOSE, HYDRAULIC, R12, 3/4'' X 2 M",no
2050012340,"PRESSURE GAUGE,, 2 TO 25 MPA, FIO 3/4""",no
2050012350,"PRESSURE GAUGE,, 25MPA, COM FLANGE E GLICERINA",no
2050012360,"PRESSURE GAUGE,, 40MPA, COM FLANGE E GLICERINA",no
2070027060,"FITTING, 3/4"" JIC - 1/2"" BSP",no
2050013330,"COUPLING, NEUMATIC 1/4"" NPT (5 PCS), FAST",no
2070022150,"ADAPTOR, 6FP - 8MJ - 90°",no
2070022890,"FLANGE, 16FLH-16MJ",no
2070022900,"FLANGE, 20FLH-16MJ",no
2070022160,"ADAPTOR, 2021 - 4 - 6 1/4 NPT JIC 6",no
2070022170,"ADAPTOR, HYDRAULIC BREATHER, 1/2"" NPT",no
2070024070,"NIPPLE, 1/2"" NPT X 6"" JIC",no
2070024080,"NIPPLE, TEE, JIC 4",no
2070024090,"NIPPLE, TEE, JIC 6""",no
2050000040,"COVER, 7/16"" FEMALE JIC - 4",no
2070027070,"FITTING, LM90, 1/4'' BSP - 1/4'' TUBE",no
2070027080,"FITTING, LM90, 3/8'' BSP - 3/8'' TUBE",no
2070027090,"FITTING, 1/2"" NPT FEMALE - 1/2"" NPT FEMALE, SOCKET",no
2070027100,"FITTING, 1'' NPT - 1'' NPT RUN T",no
2070027110,"FITTING, 1"" MAGNETIC PLUG",no
2070027120,"THREAD, 1""",no
2070027130,"FITTING, 2"", ELBOW",no
2070027140,"FITTING, 3"", ELBOW",no
2070019560,"MESH, GALVANIZED, FEMALE, 1"" BSP",no
2070019570,"MESH, GALVANIZED, FEMALE, 2"" BSP",no
2070019580,"MESH, GALVANIZED, FEMALE, 3"" BSP",no
2070019590,"MESH, GALVANIZED, FEMALE, 4"" BSP",no
2070027150,"FITTING, 3"" FEMALE TEE",no
2070027160,"FITTING, 1"" NPT CROSS FEMALE",no
2070027170,"FITTING, 1.1/2"" - 1"" NPT REDUCER",no
2030006920,"PLUG, HIGH PRESSURE, 1 1/4"" NPT",no
2070027180,"FITTING, 2"" NPT - 1 .1/4 NPT REDUCER",no
2070027190,"FITTING, 1.1/2""NPT - 1 .1/4"" NPT REDUCER",no
2070027200,"FITTING, 1.1/4"" NPT - 1"" NPT NIPPLE",no
2070027210,"FITTING, 1.1/4 NPT PLUG",no
2070027220,"GREASE NIPPLE, 1/4""-19 BSP - M",no
2050022290,"BUSHING, 1"" NPT X 1/2"" NPT",no
2050022300,"BUSHING, 1"" NPT X 3/4""",no
2070027230,"FITTING, 1/2"", NPT FEMALE",no
2070027240,"FITTING, 1"" NPT MALE - 1"" JIC MALE ELBOW, 90deg",no
2050022310,"BUSHING, 3/8"" NPT X 1/4"" NPT",no
2050022320,"BUSHING, 1/2"" NPT X 3/8"" JIC",no
2020013790,"CONNECTOR, GLAND, 1/2""",no
2070027250,"FITTING, 5000 PSI, PRESSABLE, 1/2"", 90º",no
2070027260,"FITTING, 5000 PSI, PRESSABLE, 3/8"", 90º",no
2070027270,"FITTING, 5000PSI, PRESS, 1/2"", 0º",no
2070027280,"FITTING, 5000PSI, PRESS, 3/8"", 0º",no
2070024100,"NIPPLE, 1/2"" NPT X 3/8"" JIC",no
2070024110,"NIPPLE, GALVANIZED, 8"" X 3""",no
2070027290,"FITTING, 90°, FOR 1/4"" HYDRAULIC HOSE",no
2070024120,"NIPPLE, 3/8"" NPT A 1/4"" NPT",no
2070024130,"NIPPLE, NPT 3/8"" - 3/8""",no
2070027300,"FITTING, 1"" JIC M - 1"" JIC H, ELBOW, 90deg",no
2070027310,"FITTING, 1"" JIC MALE - 1"" JIC MALE - 1"" JIC MALE",no
2070027320,"PLUG, THREADED, 3/8"" BSP",no
2070027330,"FITTING, 9/16"" JIC - 3/8"" STRAIGHT HOSE END",no
2070027340,"FITTING, 3/4"" JIC - 1/2"" STRAIGHT HOSE END",no
2070027350,"FITTING, 1.5/6 JIC - 1"" STRAIGHT HOSE END",no
2070027360,"FITTING, 3/4"" JIC - 1/4"" STRAIGHT HOSE END",no
2070027370,"FITTING, 1/4"", MULTI - SPIRAL SLEEVE",no
2070027380,"FITTING, 3/8"", MULTI-SPIRAL SLEEVE",no
2070027390,"FITTING, 1/2"", MULTI - SPIRAL SLEEVE",no
2070027400,"FITTING, 1"", MULTI - SPIRAL SLEEVE",no
2070022910,"FLANGE, THREADED, TABLE D, 4""",no
2070027410,"FITTING, 3/4"" JIC MALE - 3/4""JIC FS ELBOW, 45deg",no
2070027420,"FITTING, 3/4"" JIC MALE - 3/4"" JIC, SWIVEL RUN T",no
2070027430,"FITTING, 1"" NPT PLUG, HEX HEAD",no
2070027440,"FITTING, 1"" BSP PLUG WITH SEAL",no
2070024140,"NIPPLE, TEE, 1.5/16"", MALE x MALE x FEMALE",no
2070027450,"FITTING, 1/2"" X 1/4"", NIPPLE",no
2070027460,"FITTING, 1"", NIPPLE",no
2070027470,"FITTING, 3/4"", NIPPLE",no
2070027480,"FITTING, PLUG, 1/2"" NPT",no
2070027490,"FITTING, QUICK CONNECTOR, THREADED, 2""",no
2070027500,"FITTING, 1 1/4"" NPT X 1 5/8"" JIC, NIPPLE",no
2070027510,"FITTING, T, 1 5/16"" JIC, NIPPLE",no
2070027520,"FITTING, 3"" BSP PLUG",no
2070027530,"FITTING, 7/16"" JIC - 1/8"" BSP NIPPLE",no
2070027540,"FITTING, 3/4"" JIC - 1/2"" BSP NIPPLE",no
2070027550,"FITTING, 9/16"" JIC MALE - 9/16"" JIC FS ELBOW, 90deg",no
2030004200,"VALVE, BRASS, 1"" NPT, FEMALE, XV500P, PARKER",no
2070027560,"FITTING, 2 X 1"" NPT -MALE, 1X 1"" NPT -FEMALE,  BRANCH T",no
2070027570,"FITTING, 1"" BSP PLUG, SOCKET HEAD",no
2070027580,"FITTING, REDUCER, ACCUMULATOR, 2""-1"", 10117100200G",no
2070027590,"FITTING, ADAPTOR, G1/4""-M TO G1/4""-F, FT 299.44",no
2070027600,"FITTING, Y, 2"" FEMALE",no
2070024390,"REDUCTION BELL, 4"" TO 3"", FEMALE",no
2050022330,"BUSHING, REDUCTION, 4""A 3"", SH-40",no
2070027610,"FITTING, 9/16"" JIC MALE- 3/8"" NPT MALE NIPPLE",no
2070027620,"FITTING, 7/8"" UNF MALE  - 9/16"" JIC MALE, ADAPTOR",no
2070027630,"FITTING, 7/8"" UNF MALE  - 3/4"" JIC MALE, ADAPTOR",no
2070027640,"FITTING, 3/4"" UNF MALE - 3/4"" JIC MALE, ADAPTOR",no
2070027650,"FITTING, 3/4"" UNF MALE - 9/16"" JIC MALE, ADAPTOR",no
2070027660,"FITTING,  1.5/16"" JIC MALE X 9/16"" JIC MALE",no
2070027670,"FITTING,  1.5/16"" JIC MALE X 3/4"" JIC MALE",no
2070027680,"FITTING,  1.5/16"" JIC FEMALE X 1/2"" JIC FEMALE",no
2070027690,"FITTING,  1.5/16"" JIC FEMALE X 9/16"" JIC FEMALE",no
2070027700,"FITTING,  1.5/16"" JIC FEMALE X 3/4"" JIC FEMALE",no
2070027710,"FITTING,  1.5/16"" JIC FEMALE X 1 5/16"" JIC MALE",no
2070027720,"FITTING, BSP INSET PLUG, G 3/4""",no
2070027730,"FITTING, BSP INSET PLUG, G 3/8""",no
2070027740,"FITTING, BSP INSET PLUG, G1/4"", 75030012",no
2070027750,"FITTING, SAE SPLIT FLANGE 2"", 6000 PSI, SFL6032",no
2070027760,"FITTING, SAE SPLIT FLANGE 1"", 6000 PSI, SFL6016",no
2070027770,"FITTING, SAE SPLIT FLANGE 1,25"", 6000 PSI, SFL6020",no
2070027780,"FITTING, 2 in QUICK COUPLER, FEMALE, IR-VVS-2-FAS-F-2",no
2070027790,"FITTING, 2 in QUICK COUPLER, MALE, IR-VVS-2-FAS-M-2",no
2070027800,"FITTING, SAE SPLIT FLANGE 2"", CODE 62 PAIRS",no
2070027810,"FITTING, SAE SPLIT FLANGE 1,25"", CODE 62 PAIRS",no
2070027820,"HEAT EXCHANGER, HEX S610-30-00/G1"", HYDAC",no
2070027830,"FITTING,  1/4"" NPT FEMALE X 9/16"" JIC MALE, 90 GR",no
2070027840,"FITTING,  1/4"" NPT FEMALE X 3/4"" JIC MALE, 90deg",no
2070027850,"FITTING, NIPPLE2"", 2 1/2"" - JIC (12) - M, 2"" - BSPT (11) - M",no
2070027860,"FITTING, 2"", 2 1/2"" JIC MALE - 2 1/2"" JIC MALE, ELBOW 45°",no
2070027870,"FITTING, PRESSURE SENSOR, 1ST RED, RD6-03-144",no
2070027880,"FITTING, NIPPLE, 1"" BSP MALE - 1 1/16"" MALE, STRAIGHT",no
2070027890,"FITTING, 1/2"" NPT MALE - 1 1/16"" JIC MALE ELBOW, 90deg",no
2070027900,"FITTING, 4'', 1 1/16"" JIC MALE - 1 1/16"" JIC FEMALE, RUN T",no
2070027910,"FITTING, SQUARE HEAD, 1 1/4"" NPT PLUG",no
2070027920,"FITTING,3/4"",1 1/16"" JIC FEMALE - 1 1/16"" JIC FEMALE, SOCKET",no
2070027930,"FITTING, 1"" JIC MALE - 1"" NPT MALE, ADAPTOR",no
2070027940,"FITTING, 1"" NPT FEMALE - 1"" NPT FEMALE, 90°, ADAPTOR",no
2070027950,"FITTING, 1"" JIC FEMALE SWIVEL, 90°",no
2070027960,"FITTING, 1"" NPT MALE - 1"" NPT MALE, STRAIGHT, ADAPTOR",no
2070027970,"FITTING, 1"" JIC FEMALE , ROTATING FLARE",no
2070027980,"FITTING, 3/8"" JIC MALE - 1/4"" NPT MALE, 90°, ADAPTOR",no
2070027990,"FITTING, 1/2"" JIC MALE - 1/2"" JIC MALE, STRAIGHT, ADAPTOR",no
2070028000,"FITTING,304 S/STEEL,3-WAY CONNECTOR,3/8” BSPP FEMALE,COUPLER",no
2070028010,"HOSE SPLIT, 1"", 2 BADS, 2SN",no
2070028020,"FITTING, 3/4"" NPT MALE - 3/4"" NPT MALE, STRAIGHT, ADAPTOR",no
2070028030,"FITTING, 1/2"" NPT MALE - 1/2"" NPT MALE, STRAIGHT, ADAPTOR",no
2070028040,"FITTING, 1/4"" NPT MALE - 1/4"" NPT MALE, STRAIGHT, ADAPTOR",no
2070028050,"FITTING, 3/8"" JIC MALE - 1/2"" NPT MALE ELBOW,  90°, ADAPTOR",no
2070028060,"FITTING, 3/8"" JIC MALE - 3/8"" NPT MALE ELBOW,  90°, ADAPTOR",no
2070028070,"FITTING, 7/16"" JIC MALE - 7/16"" JIC FEMALE SWIVEL, 90°",no
2070028080,"FITTING, 9/16"" JIC MALE - MALE - FEMALE, SWIVEL TEE",no
2070028090,"FITTING, 3/4"" JIC MALE - MALE - FEMALE, SWIVEL TEE",no
2070028100,"FITTING, 1.5/16'' JIC FEMALE - 1.5/16"" JIC FEMALE",no
2070028110,"FITTING, GREASE PIN, 1/4""",no
2070028120,"FITTING, 1.5/16"" JIC T, MALE X MALE X FEMALE SIDE SWIVEL",no
2070028130,"FITTING, 1.5/16"" JIC T, MALE - MALE - FEMALE TOP SWIVEL",no
2070028140,"FITTING, 3/4'' NPT FEMALE - 3/4"" NPT FEMALE",no
2070028150,"FITTING, 9/16"" JIC FEMALE X 9/16"" JIC FEMALE",no
2070013860,"PLUG SCREW, SD-05.03.18.18105-ZB, SD-11337",no
2070030350,"SUCTION HOSE, PLUG, SD-05.02.12.19081-ZB, SD-10726",no
2070013870,"PLUG SCREW,  M10 X 1, SD-01.00.00.13993-ZB, SD-13992",no
2070028160,"GROOVE FITTING, ADAPTOR, 4""",no
2070028170,"FITTING, ADAPTOR, 3"", SCREW X GROOVE",no
2070022180,"ADAPTOR,  I/O, B406, 91R, 3176 0015 22, EPIROC",no
2070028180,"HOSE SPLINT, 4 MESH, 1/2""",no
2070028190,"HOSE SPLINT, 4 MESH, 3/8""",no
2070028200,"CONCENTRIC REDUCER, 14"" X 12""",no
2070024150,"NIPPLE, 1.5/16"" JIC MALE - 1.5/8"" JIC MALE",no
2070043710,"PLUG, BSP, G1/2""",no
2070022190,"ADAPTOR, MALE, 25mm",no
2070024160,"NIPPLE, 25mm",no
2070024170,"NIPPLE, 50mm",no
2050029580,"S TUBE, COMPLETE, 45077016, RSS",no
2030006930,"CONNECTION, HYDRAULIC HOSE, 8LOC-8RMP - G36100-0808",no
2070024180,"NIPPLE, 3/4"" BSPP X 1.1/2"" BSPP",no
2070022200,"ADAPTOR, 1"" BSP MALE - 1/2"" BSP FEMALE, REDUCER",no
2070028210,"FITTING, 1/2"" BSP - 1/2"" BSP NIPPLE",no
2070028220,"FITTING, SOCKET, XGE12SR1/4EDA3C",no
2050038330,"WELDING CONNECTION, SEAL & SCREW, KF3",no
2050038340,"THREAD CONNECTION, SEAL & SCREW, KF3",no
2070022210,"ADAPTOR, SI/G1/2 VA",no
2070022220,"ADAPTOR, 1'' MJ-MJ",no
2070022230,"ADAPTOR, 1/2'' MJ-MJ",no
2070022240,"ADAPTOR, 3/8'' MJ-MJ",no
2070028230,"PLUG, SIZE 5/8'' BSP",no
2070022920,"INTAKE FLANGE, PT 1 _” - 11",no
2070022930,"OUTPUT FLANGE, PT _” – 14",no
2070024610,"TEE FITTING, 3/4"" JIC MALE - 3/4"" JIC MALE - 3/8""  NPT MALE",no
2050006880,"COUPLER, TRAILER, 7 PIN, MALE",no
2050006890,"COUPLER, TRAILER, 7 PIN, FEMALE",no
2070022940,"UPPER FLANGE, Q495-02-15, NANJING YALONG",no
1050000010,"HOLDERBAT, 50 MM GALV",no
2070028240,"ELBOW, 50MM, GALVANIZED",no
2070022950,"FLANGE, SCREW ON, T16, 100MM",no
2070022960,"FLANGE, SCREW ON, T16, 65MM",no
2070024190,"NIPPLE, 50MM, GALVANIZED",no
2070024200,"BARREL NIPPLE, 65MM, GALVANIZED",no
2070024210,"BARREL NIPPLE, 25MM, GALVANIZED",no
2070024220,"BARREL NIPPLE, 80MM, GALVANIZED",no
2070028250,"SWAGE NIPPLE, 50MM, GALVANIZED",no
2070028260,"T-JOINT, 80MM, GALVANIZED",no
2070028270,"UNION, 50MM, GALVANIZED",no
2070028280,"ELBOW, 50MM, MEDIUM DUTY COMPRESSION",no
2070024230,"BARREL NIPPLE, 50MM, GALVANIZED",no
2070028290,"SWAGE NIPPLE, 80MM, GALVANIZED",no
2070024240,"BARREL NIPPLE, 20MM, GALVANIZED",no
2070024250,"BARREL NIPPLE, 40MM, GALVANIZED",no
2070028300,"ELBOW, 20MM, GALVANIZED",no
2070028310,"T-JOINT, 40MM, GALVANIZED",no
2070028320,"T-JOINT, 50MM, GALVANIZED",no
2070028330,"UNION, 40MM, GALVANIZED",no
2070028340,"ELBOW, 40MM, GALVANIZED",no
2050019650,"HOSE CLIP, PAUS DUMPER, 877845, ITC",no
2070028350,"ELBOW, 100MM, GALVANIZED",no
2070028360,"T-JOINT, 100MM, GALVANIZED",no
2070028370,"SWEEP T-JOINT, 100MM, FLANGED",no
2070024260,"BARREL NIPPLE, 100MM, GALVANIZED",no
2070028380,"FITTING, 9/16"" - 18 JIC  FEMALE CAP",no
2070028390,"SWAGE NIPPLE, 20MM, GALVANIZED",no
2070022970,"INTERMEDIATE FLANGE, 2.5""ADAPTOR, LFMA065, HYTEC",no
2070022980,"INTERMEDIATE FLANGE, 4"" ADAPTOR, LFMA100 , HYTEC",no
2070028400,"T-JOINT, 110MM, GALVANIZED",no
2070028410,"SWAGE NIPPLE, 100MM, GALVANIZED",no
2070022990,"FLANGE, 4"", CLASS 900",no
2070023000,"FLANGE, 4"", CLASS 600",no
2070020690,"FLANGED 90° ELBOW, 4"", LONG RADIUS, TABLE D",no
2070020700,"FLANGED 90° ELBOW, 6"", LONG RADIUS, CLASS 600",no
2070020710,"FLANGED 90° ELBOW, 4"", LONG RADIUS, CLASS 600",no
2070028420,"REDUCER, 8"" CLASS 150 TO 6"" TABLE D",no
2070028430,"FLANGED T-PIECE, 4"", TABLE- D",no
2070028440,"FLANGED T-PIECE, 4"", CLASS 600",no
2070028450,"HAMMER UNION, 2"", FIG1502",no
2070028460,"HAMMER UNION, 2"", FIG1502, WYE",no
2070020720,"FLANGED 45° ELBOWS, 4"", CLASS 600",no
2070028470,"FITTING, 3/4"" - 16"" JIC FEMALE CAP",no
